primarySlug,longitude,latitude,postalCode
le-lion-belge,4.418416,50.8599029,1140
snack-arc-en-ciel-evere,4.4008113,50.8714801,1140
cheat-burgers,4.3743911,50.8336928,1050
sushiline-bruxelles,4.3910123,50.8531716,1030
la-boucherie-devere,4.3998682,50.871939,1140
pizza-hut-delivery-zaventem,4.4727801,50.8798085,1930
miros,4.4002252,50.8716804,1140
orient-kitchen-evere,4.4004025,50.870054,1140
margherita-pizza,4.3868024,50.8734968,1030
turkish-kebap,4.4096982,50.8778404,1140
paradise-of-india,4.3998057,50.8687167,1140
casa-giordano,4.4154694,50.8579029,1140
snack-houwaert,4.373779,50.8527175,1210
sushi-moon-evere-2,4.400269,50.8715316,1140
pizzeria-la-ora,4.4710678,50.8888975,1930
late-night-pizza,4.3303032,50.827602,1190
new-asia-schaerbeek,4.3956731,50.8557317,1030
kefi-taverna,4.4166935,50.8635691,1140
royale-pizza-louvain,4.3993148,50.8554161,1030
mcdonalds-testlab,4.4592802,50.8928127,1935
quick-evere,4.4111602,50.8780669,1130
wok-masala,4.3899729,50.8689045,1030
nouillequisaute-jinyuan,4.4144339,50.8587057,1140
new-delhi-traiteur,4.4123924,50.8583933,1140
snack-antalya-zaventem,4.4704521,50.8847973,1930
frituur-egzon,4.4153902,50.8591074,1140
snack-tatayet,4.4020319,50.8561079,1030
dominos-pizza-evere,4.4095179,50.8779071,1140
serenata-new,4.4704492,50.8850493,1930
taverne-jack,4.3998766,50.8687882,1140
royal-city,2.888137,51.2151275,8400
pho-sure,2.9103114,51.2251273,8400
apero-bouffe-lobsang,2.9094399,51.2251064,8400
zia-maria-pizzeria,2.9026885,51.2172744,8400
pizza-thats-it-oostende,2.9071662,51.2177133,8400
yamas,2.9108129,51.2249944,8400
olivier-willems-chocolatier-shop-petit-paris,2.9099195,51.2247301,8400
fast-and-fresh,2.9088693,51.222843,8400
brasserie-faro,2.918388,51.227543,8400
funky-friet-house-oostende,2.9091783,51.225464,8400
dostendsche-baguette,2.915898,51.226467,8400
burger-king-westland-anderlecht,4.2870944,50.8387823,1070
milano-pizza-pasta,4.308187,50.8365808,1070
pizza-pazzia-toto-anderlecht,4.2978845,50.84663,1070
snack-derya,4.3189361,50.848743,1080
otacos-anderlecht,4.307244,50.8346916,1070
oroyal-burger,4.3152923,50.8582461,1080
asie-a-tik-anderlecht,4.2870944,50.8387823,1070
taiyaki-sushi-molenbeek-saint-jean,4.3152015,50.8554394,1080
o-16-art-bruxelles,4.29822,50.86416,1082
otacos-westland-antwerpen,4.2878482,50.8384493,1070
wanted-mettewie,4.3124492,50.8562741,1080
snack-ozmu-anderlecht,4.3070863,50.8397466,1070
pizza-pita-pala-9150,4.3120615,51.1701238,9150
kaya-pitta,0.0,0.0,
de-wedergeboorte,2.7566215,51.149706,8434
pizza-bella-pitta,2.8307733,51.189492,8430
trattoria-borsalino,2.8148523,51.1870881,8430
liberta,3.3272067,51.3486848,8300
lucy-chang-knokke,3.2786424,51.3491685,8300
pizza-number-1,3.2877057,51.3440506,8300
pizza-azzuro,3.2878123,51.348971,8300
restaurant-cipriani,3.282687,51.350397,8300
klein-amsterdam,3.2984896,51.354291,8300
the-foodaffair,3.2893011,51.3491317,8300
kanpai-sushi-lounge,3.2879816,51.3524664,8300
mere-liban,3.2912637,51.3528206,8300
oliva-knokke-heist,3.2416257,51.340565,8301
pitta-number-1-knokke-2,3.2880538,51.3426788,8300
la-familia-da-aldo-knokke,3.2387018,51.3411653,8301
arigato-sushi-bar-knokke,3.2885656,51.3470715,8300
bar-celona,3.2866428,51.3391859,8300
nonna,3.2393598,51.3401985,8301
amare-mio-ristorante-pizzeria-knokke,3.2901038,51.3530572,8300
pizza-sam-heist,3.2383649,51.3394195,8301
my-way,3.2888883,51.3434678,8300
yum-smaak-knokke-heist,3.2888477,51.34099,8300
golden-buddha-home,3.2882916,51.3410833,8300
bella-italia-knokke,3.2882123,51.343096,8300
dominos-pizza-knokke,3.2881033,51.3429952,8300
pitta-number-1-blankenberge,3.1272587,51.3125245,8370
pitta-corner-blankenberge-2,3.1271573,51.3152888,8370
didis-broodjes,3.1282859,51.3156107,8370
snack-pitta-zem-zem,3.1292305,51.3156801,8370
ptta-cem,3.1268987,51.3142247,8370
khaokaeng,3.1350907,51.3165103,8370
royal-punjab,3.2380768,51.340362,8301
frituur-de-ster,3.2405677,51.3399649,8301
kohinoor-indian-restaurant,3.2882123,51.343096,8300
hattori-hanzo-sword-sushi,3.13197,51.3168304,8370
martinos-blankenberge,3.1239525,51.3152606,8370
house-of-flavors,3.2379937,51.340504,8301
lamoon-thai,3.1222044,51.3149055,8370
arata-sushi,3.1317117,51.3132974,8370
pizza-portofino,3.1228834,51.3144446,8370
pitta-number-1-bredene-1,2.9667543,51.2486088,8450
restaurant-medina,3.1283168,51.3142846,8370
pronto-blankenberge,3.1253634,51.3126267,8370
by-blankenberge,3.1316549,51.3160147,8370
oasis-pizza-kebab,3.1876991,51.3131951,8380
indian-tandoori-grill,2.963579,51.2484468,8450
frietrevue,3.1282859,51.3156107,8370
t-food-dilemma,3.0830791,51.2976457,8420
pizza-sam-blankenberge,3.133781,51.3169613,8370
il-forno-de-haan,3.0336823,51.2723596,8420
t-spitje-wenduine,3.0839443,51.302284,8420
moana-pokebowls-bv,3.131441,51.31363,8370
dr-grill,5.106028,51.252831,2480
izmir-snacks,5.4785896,51.2545203,3930
adak-kebab-1,5.5421495,51.250926,3930
york-pizza-pelt,5.4281418,51.2231949,3900
eethuis-florya-neerpelt-1,5.4469011,51.2317153,3910
eethuis-kodak,5.4302185,51.2259261,3900
orient-overpelt,5.4230823,51.2119421,3900
fresh-overpelt,5.4228204,51.2119107,3900
sint-antonius-neerpelt,5.4325213,51.228675,3910
la-bella-neerpelt-3910,5.4319444,51.22917,3910
oke-poke-bowl,3.9714709,50.9226803,9420
snackbar-tasty,4.7097848,50.9945976,3120
dangelo-tremelo,4.708834,50.989834,3120
pizza-perfect,4.5721339,50.9814706,3190
king-kebap,4.6345681,50.9770486,3150
hever-kebab,4.555168,50.992436,3191
momo-sushi,4.5485015,50.9418449,1910
itaz-pizzeria-restaurant,4.5695382,50.9835441,3190
dominos-pizza-sint-katelijne-waver,4.4797446,51.0592369,2860
kebap-kursat-1,4.9792033,50.9787777,3270
milano-pizza-grill,4.6335843,50.9768089,3150
bij-t-bosske,4.6282339,51.0595826,2580
unal-snacks,4.6327539,51.0031161,3140
grissini,4.5861227,51.0000089,2820
saitama-sushi-wok-thai-3140,4.6310582,51.0043045,3140
peppino-pazzo-2,4.571911,50.981224,3190
snack-babylon-uccle-1,4.3366474,50.7997464,1180
made-in-sud,4.3363185,50.7997506,1180
arrivero-uccle,4.3372031,50.8002095,1180
le-concerto-forest-national,4.3251903,50.8097579,1190
epicuro,4.3346836,50.8025302,1180
late-night,4.3367913,50.8014862,1180
snack-dancot,4.337123,50.800243,1180
mixte-kitchen,4.358368,50.8039584,1180
otacos-cora-anderlecht,4.2801238,50.8199874,1070
snack-neerstalle,4.3164883,50.8078851,1190
friterie-stalle,4.3200066,50.7928845,1180
bagel-jackson-uccle,4.3584195,50.8039278,1180
rosso-pizzeria-pasteria,4.4019534,50.7012776,1410
ciao-pizza-waterloo-1,4.396217,50.717354,1410
mezon,4.3527461,50.7921327,1180
la-focaccia-braine-lalleud,4.3515053,50.7146019,1420
spoons,4.378565,50.784497,1180
al-mandaloun,4.390948,50.71666,1410
betobe-lebanese-street-food,4.366919,50.70082,1410
no-concept-restaurant,4.3781876,50.7842671,1180
dominos-pizza-alsemberg,4.33613,50.74163,1652
pizza-hut-delivery-waterloo,4.3976935,50.7202357,1410
unkai-sushi,4.370895,50.6846382,1420
les-delices-de-lorient,4.3994017,50.7143239,1410
tenshi-sushi-uccle,4.3605829,50.8196413,1050
ping,4.3844118,50.7145738,1410
up-day,4.3813199,50.7565492,1640
le-jardin-dasie,4.4018087,50.7029651,1410
villa-la-dolce-vita,4.3983906,50.7162149,1410
sushi-tei,4.4019827,50.7008794,1410
restaurant-le-cedre,4.3687658,50.6879458,1420
pizzeria-gloria,4.3376631,50.7404068,1652
espace-pizza-linkebeek,4.3263618,50.7749056,1630
makimasan,4.3981461,50.7185385,1410
petit-kaiyou,4.4044437,50.6929226,1410
sushi-shop-waterloo-1,4.3975916,50.718883,1410
mainoi,4.3793819,50.6856075,1420
bronzi,4.3975321,50.7203841,1410
sources-du-liban,4.3762945,50.787563,1180
royal-lebanon-waterloo,4.4034286,50.7027831,1410
soho,4.3648345,50.6967863,1420
sushi-shop-uccle-2,4.375309,50.7892568,1180
couscous-at-home-uccle,4.3698216,50.8088368,1180
triple-b,4.3761664,50.787695,1180
lamusoir,4.3979027,50.7191167,1410
dulce-panceta,4.4018442,50.7024006,1410
yoko-wok,4.4168925,50.7044173,1410
snack-la-cambre-uccle,4.3735706,50.8012434,1180
la-pomme-de-pin-uccle-1,4.3737223,50.8019804,1050
chateau-du-liban,4.4132624,50.667236,1380
showa-koi,4.3728228,50.7955,1180
joyce,4.3983522,50.719327,1410
lananas-1410,4.402346,50.701214,1410
makao,4.402005,50.700928,1410
cali,4.39834,50.717236,1410
le-kong,4.3737745,50.795284,1180
panorama-family-1,4.3341307,50.8565712,1080
zengo,4.3341323,50.8563896,1080
le-corny,4.3344058,50.8507752,1080
creperie-jadi,4.3382888,50.8545878,1080
tonton-chami-molenbeek-saint-jean,4.3362766,50.8543334,1080
le-chalet-molenbeek,4.3101835,50.8566225,1080
akid-bab-alhara,4.3360122,50.8438488,1070
o-saveurs,4.3400189,50.8582362,1080
snack-grill-dansaert,4.3439342,50.8521231,1000
boulangerie-salam,4.3386437,50.8568836,1080
restaurant-le-familial,4.3383599,50.8548151,1080
le-reve-de-sherazade,4.3296889,50.8572247,1081
le-brussels-1,4.3100562,50.8590736,1080
food-king,4.2840575,50.8455292,1700
la-cucina-tradizionale,4.2967063,50.8600906,1082
cuizy-burger,4.3291983,50.8529464,1080
bagel-jackson-osseghem,4.3266528,50.8571743,1081
i-due-fratelli,4.3027144,50.861368,1082
adam-food,4.3190061,50.8492961,1080
new-city-frit,4.2771077,50.8677655,1702
gul-food,4.3099943,50.8479888,1070
dbdb,4.2295088,50.8984502,1730
sandwich-1707,4.2771077,50.8677655,1702
chilli-grill,4.3424514,50.8525431,1000
chicken-ky-1,4.3382512,50.8445423,1070
la-medina-chez-hussin,4.3425521,50.8459048,1000
ostates,4.3282995,50.8494722,1080
la-pizza-pazza-anderlecht-1,4.3043543,50.8472284,1070
laigle-de-kawele,4.3251156,50.8489621,1080
royale-pizza-express,4.3116872,50.8583033,1080
snack-medina,4.3277586,50.8566814,1080
pmc,4.3327874,50.8568615,1080
western-burger,4.3300312,50.8499632,1080
mburger-karreveld,4.3192869,50.8575632,1080
la-queue-de-vache,4.3116327,50.8522047,1080
maison-grill-bruxelles,4.319434,50.8578394,1080
mamma-mia-1,4.3428055,50.8524046,1000
le-petit-burger-1080,4.3290492,50.8489816,1080
grano-barthelemy,4.3388157,50.849686,1000
city-chicken-1070,4.3350526,50.8439133,1070
tetiko-molenbeek,0.0,0.0,
anastasia,4.3432226,50.8481319,1000
amjam,4.2936095,50.867429,1082
buddys,4.3294512,50.8502392,1080
royale-pizza-1081,4.3309096,50.8571772,1081
best-grill-molenbeek,4.3105647,50.8574331,1080
bambou-sushi,4.327995,50.8492264,1080
hashtag-chicken-waffles-bruxelles,4.3439206,50.8481187,1000
pizza-delmar-bruxelles,4.3298756,50.8490267,1080
mon-regal,4.3299199,50.8550068,1080
solo-mio-molenbeek,4.3353139,50.8580373,1080
pizza-altamira,4.315354,50.8582023,1080
pizza-royale-molenbeek,4.3373998,50.8555416,1080
pizza-alep,4.3377792,50.8443727,1070
royalpizzadelacroix,4.3239118,50.8460996,1080
snack-les-ryads,4.3367718,50.8550215,1080
la-grande-muraille-simonis-1,4.3300415,50.8636792,1081
queens-house,4.339161,50.8492883,1000
smash-cheese-ganshoren,4.3222392,50.8726422,1083
lunch-break-sucre-sale,4.3291021,50.8489287,1080
grillade-yasmine,4.3286961,50.8491745,1080
antwerp-fried-chicken-brussels,4.3348804,50.843876,1070
jana-family-bruxelles,4.3169479,50.857941,1080
captain-johns-fish-and-chips-new,4.3419633,50.853294,1000
la-bonne-adresse-restaurant,4.3387143,50.8572093,1080
snack-ward,4.3346333,50.8438109,1070
kellyan,4.3249793,50.847084,1080
fouad-fish,4.3314811,50.8526276,1080
bella-vita-bxl,4.3438708,50.8481869,1000
o-grill-molenbeek,4.3382197,50.8543573,1080
mogusto,4.3341794,50.8391966,1070
snak-de-la-famille,4.3154125,50.8361415,1070
ribs-burgers,4.3253071,50.8095593,1190
corner-kitchen-bruxelles,4.3421802,50.8395938,1000
tonton-chami-1070,4.3254502,50.835364,1070
snack-alsemberg-1190,4.3400529,50.8156131,1190
le-monte-carlo,4.3248876,50.8124272,1190
mo-mo-saint-gilles,4.3432655,50.8250844,1060
snack-wielemans-new,4.327402,50.8243939,1190
botecos-steek-grill,4.3354955,50.8286736,1060
sina-pasta-forest,4.3425997,50.8212081,1190
joy-brussels,4.3415101,50.8213496,1190
kumas,4.3402098,50.8142562,1180
pizza-mania-anderlecht,4.307969,50.8299037,1070
maison-grill-anderlecht,4.3285076,50.8381988,1070
mille-un-biscuits,4.318333,50.8098877,1190
filet-mignon,4.3394182,50.8136768,1180
maki-maki-uccle,4.3369038,50.8041422,1180
sawa-resto,4.3369617,50.8010119,1180
laltruiste,4.3168008,50.8366316,1070
lunch-factory,4.3392771,50.8364735,1060
bens-burger,4.3122859,50.8358804,1070
la-molisana-saint-gilles,4.3452862,50.8253384,1060
los-bocadillos,4.3338922,50.8240671,1190
lebanon-uccle,4.3363117,50.8003632,1180
la-frite-de-forest,4.3191181,50.812214,1190
akwa-nord,4.328199,50.8327077,1070
pizza-deliorman,4.3268519,50.8360373,1070
bosphore-grill,4.2975821,50.8247816,1070
pizza-minute-saint-gilles,4.3343952,50.8326498,1060
pims-burger,4.3322309,50.8405877,1070
haagen-dazs-place-horta,4.3344772,50.8365108,1060
sabor-do-brazil,4.3439035,50.8287387,1060
le-wahasia,4.3396769,50.8161004,1190
kriti-petit-os,4.3388537,50.8305505,1060
mother-india-restaurant,4.3362702,50.8003255,1180
snack-el-wafa,4.3163865,50.8365645,1070
le-mainz,4.3470913,50.8137207,1180
somar,4.3303651,50.8421441,1070
b-cook,4.3459873,50.8136733,1180
tayba-sweet,4.3321569,50.8429036,1070
snack-istanbul-wayez,4.3110307,50.835412,1070
7-seven,4.3421654,50.8219526,1190
zam-zam-halal-indian,4.3355319,50.8404652,1070
cauri-bar,4.3421318,50.8218772,1190
churrascaria-do-miao,4.3167602,50.8356394,1070
chez-yolo,4.3346457,50.8370595,1060
viva-lasagna,4.3393257,50.8138343,1180
pizza-royal-family,4.3174035,50.8095738,1190
emporio-brazil,4.3314589,50.8360605,1070
royale-pizza-anderlecht,4.3101853,50.8355488,1070
brasileirinho,4.343941,50.8289585,1060
snack-tip-top,4.3386547,50.8133607,1180
saborear,4.3457912,50.8280055,1060
ali-baba-chez-assaad,4.2887373,50.8078796,1600
la-gioia-di-lena,4.3434409,50.8240908,1060
tetiko-saint-gilles,4.3443497,50.826378,1060
foodizz-tartes-du-monde,4.3466694,50.8136833,1180
a-modo-mio-saint-gilles,4.3394643,50.8366306,1060
allo-liban,4.3441588,50.8280635,1060
saveurs-du-monde-saint-gilles,4.3434771,50.8243166,1060
pizza-da-las,4.3442586,50.8296245,1060
buns-bruger,4.3358622,50.8338073,1060
vera-italia,4.345278,50.813644,1180
snack-turquie-1070,4.3349614,50.8389086,1070
koyzina-authentica,4.3409859,50.803272,1180
mazen-chicken-anderlecht,4.3172002,50.83642,1070
pastador,4.3340528,50.8240652,1190
boucherie-wayez,4.3124947,50.8356507,1070
suada,4.3118128,50.8331533,1070
poissonerie-laporte-uccle,4.3368133,50.8022585,1180
las-flores-anderlecht,4.3235102,50.8341429,1070
wingstreet,4.3065906,50.8358816,1070
lamazonie,4.3366571,50.8073915,1180
shi-shang,4.3425179,50.8228918,1060
snack-loni-1,4.336977,50.8079665,1180
monopoli,4.3445985,50.827407,1060
tayba-sweet-2,4.3168797,50.836636,1070
vintage,4.3164547,50.8365711,1070
acai-du-nord,4.3425745,50.8219657,1190
snack-clems,4.33133,50.842117,1070
restaurant-henri-1er,4.3446722,50.8101661,1180
cree-ta-crepe-brussels,4.3404881,50.828892,1060
miss-patchouli-corner,4.3363208,50.8010459,1180
feta-oregano,4.2561653,50.8708508,1702
pizzeria-nina,4.253773,50.8711184,1702
food-like-home,4.3173681,50.8004216,1190
pizzeria-da-toto-1,4.3737607,50.801491,1180
snack-antalya-ruisbroek,4.2983155,50.7897166,1601
ocouscous,4.3212211,50.7951364,1180
pizzeria-zirar,4.3296392,50.8244163,1190
chez-hassan,4.3330154,50.7919733,1180
pizzeria-zirar-saint-denis,4.3176421,50.8104646,1190
couleur-safran-1,4.3295849,50.7871651,1180
pizza-hut-delivery-sint-pieters-leeuw,4.2888177,50.8045043,1600
la-cite-du-mandarin,4.3137827,50.7939874,1620
pizza-way,4.3196403,50.8093906,1190
tex-mex-2,4.3165989,50.8085597,1190
snack-lorient,4.3173038,50.809472,1190
pronto-salvatore,4.348206,50.8248132,1060
wokcity,4.3336345,50.7417595,1652
le-chef-poon,4.3255785,50.7795567,1650
snack-delice-halal-uccle-1,4.3364598,50.8039908,1180
restaurant-san-donato,4.3175061,50.8004855,1190
thai-spice-rhode-saint-genese,4.3540782,50.7471441,1640
mochi-moshi,4.3181364,50.8004782,1190
ronron-macarons,4.3100247,50.796696,1620
i-quattro-canti,4.2704419,50.7867122,1600
brasserie-gribaumont,4.4159086,50.837266,1150
maki-maki-zaventem,4.4727542,50.8791071,1930
bfc-zaventem,4.4339255,50.8642705,1932
charbel-libanese-specialiteiten,4.4743277,50.8819134,1930
da-toni-1,4.4671819,50.8460339,1950
restaurant-gabriel,4.4527344,50.8312407,1150
punjab-tandoori-cuisine,4.4154197,50.8446386,1200
poseidon-schaerbeek,4.3900135,50.8529279,1030
by-strofilia,4.464817,50.8418395,1150
pizza-hut-wezembeek-oppem,4.494874,50.8407928,1970
mrdonut,4.4363192,50.8454218,1200
fuji-house,4.457562,50.847893,1200
la-trinacria,4.4203808,50.8441316,1200
neuf-neuf-dragon-evere,4.4168988,50.8596958,1140
snack-refuel,4.4313365,50.8376988,1150
simple-asia-woluwe,4.4169958,50.8464741,1200
number-one-kraainem,4.455062,50.8652122,1950
dominos-pizza-zaventem,4.4742044,50.8802711,1930
mandarin,4.3781081,50.8489548,1210
snack-mundo,4.3792999,50.8186283,1050
mikuriya-1,4.4344808,50.8411191,1200
sicilia-bella,4.4514981,50.8507264,1200
romeo-e-giulietta,4.4611914,50.8432389,1150
dominos-pizza-woluwe-1,4.4090312,50.8431134,1200
dominos-pizza-8,4.4286031,50.8161047,1160
la-piazza-1200,4.4356621,50.8419576,1200
ancho-woluwe,4.4477974,50.8545238,1932
twins-tavern,4.4268494,50.8624209,1200
snack-for-you,4.4520538,50.8309809,1150
las-flores,4.4313588,50.8372852,1150
brasserie-heydenberg,4.4170092,50.846391,1200
the-manhattan-cafe,4.4508149,50.8509535,1200
acqua-e-farina-1,4.4139984,50.8484468,1200
tom-yam-to-go,4.4644718,50.840667,1150
banjul-kitchen,4.4955561,50.8429387,1970
pizza-fresca-woluwe-1,4.4515785,50.8315087,1150
maison-du-liban,4.3913496,50.8530939,1030
sapori-ditalia-ermejo,4.4290048,50.836419,1150
chitir-chicken-woluwe-saint-lambert,4.437103,50.844621,1200
umino-sushi,4.4157073,50.8444724,1200
tenshi-sushi-stockel,4.4647084,50.8391628,1150
les-deux-petits-diables,4.4341344,50.8142508,1160
scottys-nz-pies-the-kiwi-traiteur,4.4504776,50.8486745,1200
red-chillies-restaurant,4.45449,50.868797,1932
myro,4.4485035,50.854584,1932
la-trca,4.4204038,50.8441446,1200
fasty-food-an-1,4.4386365,50.8370844,1200
le-cerisier-woluwe-saint-lambert,4.4136806,50.84671,1200
la-rotonde-by-dl,4.443573,50.84371,1200
traiteur-boucherie-thielemans-woluwe-saint-pierre,4.4298237,50.8368418,1150
sushi-shop-woluwe-saint-pierre,4.4642762,50.8394217,1150
posta-kebab,4.2053163,50.9074031,1730
emirda-koftesi,4.4350511,50.9118822,1830
snackbar-romy,4.432072,50.9250536,1800
snack-au-bled,4.372873,50.8701326,1030
snack-gab-dav,4.3885953,50.8653653,1030
apollon-vilvoorde,4.4548226,50.9259933,1800
au-village-de-shanghai-1030,4.3899515,50.875094,1030
snack-pizza-de-oase,4.4249935,50.9310813,1800
frituur-brothers,4.4350421,50.8974472,1831
omega-med,4.3748086,50.8707769,1030
la-baguette-dor-bruxelles,4.3881066,50.877484,1030
suslu-by-tuna,4.3869141,50.8731519,1030
churros-valyser,4.4267752,50.9290871,1800
bo-zin,4.3664051,50.8644823,1030
phoenix-garden,4.4259833,50.924861,1800
leonidas,4.3851888,50.8718939,1030
la-cueva-de-castilla-schaerbeek-1,4.373752,50.8667532,1030
sugarden,4.4223265,50.9286819,1800
resto-snack-zen,4.4331812,50.9276312,1800
frituur-opt-hoekske,4.4123133,50.9250878,1800
pizza-hut-delivery-strombeek,4.3615034,50.9024643,1853
pizzeria-bella-ciao-1,4.3835075,50.8948667,1120
chez-kloe,4.3603647,50.9006785,1020
qebaba,4.3663871,50.8645237,1030
moviesnacks,0.0,0.0,
pizzera-italia-schaerbeek,4.3750755,50.8709301,1030
surin-thai-kitchen-grimbergen,4.36421,50.936295,1850
pizzeria-al-doppio-a,4.3775307,50.8639007,1030
vilfoodia-restaurant,4.4294433,50.9326806,1800
pita-pizza-pasta-ararat-1,4.4549823,50.9613236,1980
arrivero-schaerbeek,4.4021216,50.856126,1030
resto-royale,4.3715253,50.8695416,1030
matiate-docks,4.3712822,50.8793665,1000
felix-pizza,4.4228716,50.9309357,1800
traiteur-tuk-tuk,4.4177261,50.8597296,1140
marrakech,4.3717317,50.8703965,1030
snack-la-cage,4.3754976,50.8719335,1030
pizza-talia-1800,4.4264924,50.9233243,1800
veziroglu,4.4251716,50.931044,1800
snack-gold-vilvoorde,4.4264047,50.9302208,1800
leelavadee-thai-restaurant,4.4574387,50.9262595,1800
snack-ots,4.375243,50.8709745,1030
snack-emes,4.4225308,50.9287575,1800
oresto,4.3517865,50.8574956,1000
brasserie-du-tennis-woluwe,4.4241163,50.8585451,1200
cest-bonbon-dockx,4.3729577,50.8788106,1000
cosy-pasta-docks,4.3737335,50.8801929,1000
palashop,4.3752147,50.866158,1030
pizza-viaaa,4.4482023,50.9184652,1830
snack-choco-pitta,4.3582998,50.8669031,1000
brooklyn-food,4.358452,50.8967821,1020
snack-bodrum-vilvoorde,4.4218529,50.9285905,1800
grille-darna,4.3722995,50.8701862,1030
tayba,4.3783777,50.8761536,1030
snack-altan,4.3589807,50.8672003,1000
wakame-sushi-bar,4.4223525,50.9286833,1800
dominos-pizza-laeken-1,4.3607889,50.900735,1020
dunkin-docks,4.3730967,50.8793322,1000
maki-maki-schaerbeek,4.3865286,50.8733825,1030
ctr-chicken-helmet-bruxelles,4.387156,50.873394,1030
youwok-docks,4.3730967,50.8793322,1000
slagerij-halal-digem,4.4345651,50.8946005,1831
burger-zone,4.4364457,50.8954006,1831
frituur-koningslo,4.372477,50.912605,1800
pam-pam-schaerbeek,4.3889981,50.8728995,1030
le-brusilia,4.3796413,50.8632039,1030
thai-gourmet-1,4.3345996,50.8565813,1080
time-to-eat-vilvoorde,4.4282839,50.9276946,1800
dominos-pizza-vilvoorde-1,4.4237182,50.9287048,1800
snack-istanbul-1030,4.3775992,50.866702,1030
pizzeria-di-mamma,4.4090252,50.8776577,1140
la-min-dor,4.3756667,50.8680799,1030
snack-taksim-bruxelles,4.3761611,50.8669161,1030
pizza-vera,4.427416,50.9297842,1800
snack-joker,4.3774531,50.8634042,1030
royal-pizza-bruxelles-centre,4.3580412,50.8659736,1000
bubble-waffle-delicias,4.3730967,50.8793322,1000
lottoman,4.4066588,50.8765373,1140
snack-des-freres,4.3839557,50.8714998,1030
brunch-corner-bruxelles,4.3768003,50.8638607,1030
frituur-4-you,4.4262444,50.9202922,1800
pizza-clara,4.4358446,50.9130364,1830
the-pizza-maker-molenbeek-saint-jean,4.3411116,50.8604794,1080
jbsushibarwok,4.3893661,50.8697929,1030
hawaiian-poke-bowl-docks,4.3729577,50.8788106,1000
mia-pizza-2,4.3994694,50.8684516,1140
sensei-sushi-bruxelles,4.348928,50.8513679,1000
nuba,4.3661949,50.8650959,1030
royal-pizza-1030,4.3721783,50.8703941,1030
mimosa-cafe-sandwicherie,4.3671509,50.8649534,1030
bbq-chikn,4.3664865,50.8643774,1030
tenshi-sushi-docks,4.3758685,50.8795835,1000
tekince-tantuni,4.3670302,50.8641523,1030
kamiisushi,4.4273094,50.9259306,1800
new-delice,4.4221315,50.929419,1800
qebaptore-drini,4.3777031,50.8664689,1030
cheesecake-new-yorkais,4.4280062,50.9024083,1830
hoshi-hoshi-express,4.4228182,50.9310515,1800
snack-bruxelles,4.374455,50.8686346,1030
akym-food,4.3792967,50.8769268,1030
gong-cha,4.3729577,50.8788106,1000
louis-keuken,4.3761553,50.8634351,1030
candy-king,4.3908954,50.87229,1030
snack-grill-pizza-asalam,4.4278192,50.9294474,1800
sandwicherie-bolo-1030,4.3820186,50.8699793,1030
prestige-restaurant,4.3753153,50.866173,1030
la-bagatelle-de-lou,4.4202845,50.9283554,1800
king-pizza-vilvoorde-3,4.4269543,50.929214,1800
fast-4-you,4.376435,50.862408,1030
dominos-pizza-hoogstraten,4.7584741,51.3963023,2320
steakhouse-mama,4.9296567,51.4430011,5111 CV
den-tweeling,4.7768703,51.5000625,2328
petzaria-vlam,4.9941559,51.3706301,2380
zuiders-eethuis,5.015324,51.4130693,2381
pizza-grens-antwerpen,4.9250641,51.4447886,5111 VM
sushipoint,4.4589952,51.5308746,4701 AM
isis-1,4.4618152,51.4281673,2910
frituur-mikeys-place,4.4745592,51.3787817,2920
aly-baba,4.4682463,51.4678223,2910
pittaverne,4.4725981,51.4644444,2910
adel-eethuis,4.4745592,51.3787817,2920
toscana-kalmthout,4.4744492,51.3947447,2920
venezia-2910,4.45796,51.46431,2910
chezveke,4.4260831,51.2580809,2030
amon-brasschaat-1,4.4892408,51.2950518,2930
aroy-brasschaat,4.4930549,51.2913672,2930
farao,4.4876643,51.2885629,2930
dominos-pizza-6,4.4903523,51.2897075,2930
lucy-chang-brasschaat,4.4835323,51.2850325,2930
sky-way-schoten,4.5018115,51.25269,2900
pizza-regina,3.3947546,50.6110987,7500
fuji-estaimpuis,3.2498325,50.7137927,7712
pizzeria-da-antonio-nieuwerkerken,5.1886368,50.8648608,3850
global-village,4.4633567,50.8703011,1932
so-sushi-kraainem,4.4568188,50.8649545,1950
naroj,4.7740197,50.8932578,3210
pizza-hut-delivery-kessel-lo,4.718981,50.8858479,3010
pizzeria-da-mario-jodoigne,0.0,0.0,
daily-burger-jodoigne,4.872139,50.725407,1370
twins-1,4.886823,50.7738295,3320
royal-donuts-bagels-maasmechelen,5.6981179,50.988366,3630
sushi-dushi-more,0.0,0.0,
quetacos,5.6888497,50.9887932,3630
dominos-pizza-maasmechelen,5.6962871,50.9638474,3630
wonder-waffel,5.6981058,50.9877542,3630
il-patatino,5.694399,50.9893336,3630
bij-hasan,5.729146,51.0347288,3650
eethuis-milas,5.6937437,50.9886636,3630
sultana-kebap,5.7259393,51.0025651,3650
tasty-hong-kong,5.701791,50.97906,3630
wok2go-maasmechelen,5.695727,50.988697,3630
pizza-hut-delivery-wevelgem,3.1783839,50.807617,8560
pizza-narula,3.0415693,50.7774199,8940
